,LOTAÇÃO EXERCÍCIO,REM_LIQUIDA,CATEGORIA
2029,Gabinete do Senador Renan Calheiros,8745.55,CARGO EM COMISSÃO
2030,Gabinete do Senador Chico Rodrigues,8827.02,CARGO EM COMISSÃO
2034,Gabinete do Senador Renan Calheiros,8693.42,CARGO EM COMISSÃO
2038,Gabinete do Senador Wellington Fagundes,8693.42,CARGO EM COMISSÃO
2042,Escritório de Apoio do Senador Jarbas Vasconcelos,8641.28,CARGO EM COMISSÃO
2043,Gabinete do Senador Lasier Martins,8693.42,CARGO EM COMISSÃO
2047,Escritório de Apoio do Senador Jarbas Vasconcelos,6058.73,CARGO EM COMISSÃO
2048,Escritório de Apoio Senadora Maria do Carmo Alves,8641.28,CARGO EM COMISSÃO
2050,Gabinete do Senador Lucas Barreto,8641.28,CARGO EM COMISSÃO
2051,Gabinete do Senador Zequinha Marinho,8641.28,CARGO EM COMISSÃO
2052,Gabinete do Senador Márcio Bittar,8745.55,CARGO EM COMISSÃO
2053,Gabinete do Senador Fabiano Contarato,8745.55,CARGO EM COMISSÃO
2054,Gabinete do Senador Fabiano Contarato,-1051.59,CARGO EM COMISSÃO
2056,Gabinete do Senador Eduardo Girão,8693.42,CARGO EM COMISSÃO
2058,Gabinete do Senador Nelsinho Trad,10336.85,CARGO EM COMISSÃO
2059,Gabinete do Senador Wellington Fagundes,8641.28,CARGO EM COMISSÃO
2060,Gabinete do Senador Jayme Campos,8641.28,CARGO EM COMISSÃO
2061,Gabinete do Senador Acir Gurgacz,8641.28,CARGO EM COMISSÃO
2062,Gabinete do Senador Lasier Martins,8693.42,CARGO EM COMISSÃO
2063,Escritório de Apoio do Senador Acir Gurgacz,8693.42,CARGO EM COMISSÃO
2065,Gabinete do Senador Jarbas Vasconcelos,8641.28,CARGO EM COMISSÃO
2067,Gabinete do Senador Sérgio Petecão,8641.28,CARGO EM COMISSÃO
2069,Gabinete do Senador Alvaro Dias,8641.28,CARGO EM COMISSÃO
2070,Gabinete do Senador Randolfe Rodrigues,8745.55,CARGO EM COMISSÃO
2071,Escritório de Apoio nº 02 do Senador Acir Gurgacz,8641.28,CARGO EM COMISSÃO
2072,Escritório de Apoio do Senador Paulo Paim,8641.28,CARGO EM COMISSÃO
2073,Escritório de Apoio do Senador Sérgio Petecão,8641.28,CARGO EM COMISSÃO
2074,Gabinete do Senador Acir Gurgacz,8641.28,CARGO EM COMISSÃO
2076,Gabinete do Senador Oriovisto Guimarães,8641.28,CARGO EM COMISSÃO
2077,Gabinete do Senador Acir Gurgacz,8693.42,CARGO EM COMISSÃO
2078,Gabinete da Senadora Leila Barros,8641.28,CARGO EM COMISSÃO
2079,Gabinete do Senador Elmano Férrer,8641.28,CARGO EM COMISSÃO
2080,Escritório de Apoio do Senador Ciro Nogueira,8641.28,CARGO EM COMISSÃO
2081,Escritório de Apoio do Senador Ciro Nogueira,8641.28,CARGO EM COMISSÃO
2082,Escritório de Apoio nº 02 do Senador Acir Gurgacz,8641.28,CARGO EM COMISSÃO
2083,Gabinete do Senador Cid Gomes,8641.28,CARGO EM COMISSÃO
2084,Escritório de Apoio do Senador Humberto Costa,9090.72,CARGO EM COMISSÃO
2085,Gabinete do Senador Oriovisto Guimarães,8641.28,CARGO EM COMISSÃO
2086,Gabinete do Senador Vanderlan Cardoso,8745.55,CARGO EM COMISSÃO
2088,Gabinete da Senadora Simone Tebet,8745.55,CARGO EM COMISSÃO
2089,Gabinete do Senador Vanderlan Cardoso,7819.22,CARGO EM COMISSÃO
2091,Gabinete do Senador Eduardo Braga,8641.28,CARGO EM COMISSÃO
2093,Escritório de Apoio do Senador Renan Calheiros,8693.42,CARGO EM COMISSÃO
2094,Gabinete do Senador Randolfe Rodrigues,8641.28,CARGO EM COMISSÃO
2096,Gabinete do Senador Nelsinho Trad,8641.28,CARGO EM COMISSÃO
2097,Gabinete do Senador Plínio Valério,10010.56,CARGO EM COMISSÃO
2103,Gabinete do Senador Angelo Coronel,8641.28,CARGO EM COMISSÃO
2105,Gabinete do Senador Wellington Fagundes,8641.28,CARGO EM COMISSÃO
2106,Gabinete do Senador Wellington Fagundes,8745.55,CARGO EM COMISSÃO
2107,Gabinete do Senador Wellington Fagundes,8641.28,CARGO EM COMISSÃO
2108,Gabinete da Senadora Mailza Gomes,10357.71,CARGO EM COMISSÃO
2109,Escritório de Apoio 1 do Senador Elmano Férrer,8641.28,CARGO EM COMISSÃO
2110,Escritório de Apoio 1 do Senador Telmário Mota,8641.28,CARGO EM COMISSÃO
2111,Escritório de Apoio 1 do Senador Telmário Mota,8641.28,CARGO EM COMISSÃO
2112,Escritório de Apoio 1 do Senador Antônio Anastasia,8641.28,CARGO EM COMISSÃO
2113,Gabinete do Senador Fernando Bezerra Coelho,8641.28,CARGO EM COMISSÃO
2114,Gabinete do Senador Antônio Anastasia,8745.55,CARGO EM COMISSÃO
2115,Gabinete do Senador Wellington Fagundes,8641.28,CARGO EM COMISSÃO
2116,Escritório de Apoio 1 do Senador Dário Berger,8693.42,CARGO EM COMISSÃO
2118,Gabinete do Senador Omar Aziz,8641.28,CARGO EM COMISSÃO
2119,Escritório de Apoio do Senador Eduardo Braga,8693.42,CARGO EM COMISSÃO
2120,Gabinete do Senador Roberto Rocha,6058.73,CARGO EM COMISSÃO
2123,Gabinete do Senador Chico Rodrigues,6058.73,CARGO EM COMISSÃO
2124,Gabinete do Senador Eduardo Braga,8641.28,CARGO EM COMISSÃO
2125,Gabinete do Senador Dário Berger,8693.42,CARGO EM COMISSÃO
2127,Gabinete do Senador Paulo Paim,8745.55,CARGO EM COMISSÃO
2129,Gabinete do Senador Alessandro Vieira,6058.73,CARGO EM COMISSÃO
2130,Gabinete do Senador Wellington Fagundes,6163.02,CARGO EM COMISSÃO
2132,Gabinete do Senador Reguffe,8236.01,CARGO EM COMISSÃO
2133,Escritório de Apoio do Senador Sérgio Petecão,8807.63,CARGO EM COMISSÃO
2134,Gabinete da Senadora Kátia Abreu,8641.28,CARGO EM COMISSÃO
2135,Escritório de Apoio 1 do Senador Telmário Mota,8693.42,CARGO EM COMISSÃO
2136,Escritório de Apoio 1 do Senador Telmário Mota,8641.28,CARGO EM COMISSÃO
2137,Escritório de Apoio nº 1 da Senadora Nilda Gondim,8641.28,CARGO EM COMISSÃO
2138,Gabinete do Senador Irajá,8693.42,CARGO EM COMISSÃO
2139,Gabinete do Senador Zequinha Marinho,8693.42,CARGO EM COMISSÃO
2142,Escritório de Apoio do Senador Sérgio Petecão,2915.86,CARGO EM COMISSÃO
2143,Gabinete do Senador Renan Calheiros,8641.28,CARGO EM COMISSÃO
2144,Escritório de Apoio do Senador Paulo Paim,8641.28,CARGO EM COMISSÃO
2145,Escritório de Apoio 1 do Senador José Serra,8641.28,CARGO EM COMISSÃO
2146,Gabinete da Senadora Rose de Freitas,10469.03,CARGO EM COMISSÃO
2149,Escritório de Apoio 1 do Senador Dário Berger,8641.28,CARGO EM COMISSÃO
2152,Escritório de Apoio do Senador Ciro Nogueira,8693.42,CARGO EM COMISSÃO
2154,Escritório de Apoio do Senador Sérgio Petecão,4553.53,CARGO EM COMISSÃO
2157,Gabinete do Senador Telmário Mota,8641.28,CARGO EM COMISSÃO
2158,Gabinete do Senador Luis Carlos Heinze,10218.49,CARGO EM COMISSÃO
2160,Escritório de Apoio 1 do Senador Rogério Carvalho,8745.55,CARGO EM COMISSÃO
2161,Escritório de Apoio 1 do Senador Mecias de Jesus,8641.28,CARGO EM COMISSÃO
2162,Escritório de Apoio 1 do Senador Esperidião Amin,8641.28,CARGO EM COMISSÃO
2163,Gabinete do Senador Marcelo Castro,8641.28,CARGO EM COMISSÃO
2164,Gabinete do Senador Jaques Wagner,6163.02,CARGO EM COMISSÃO
2165,Escritório de Apoio do Senador Oriovisto Guimarães,8693.42,CARGO EM COMISSÃO
2166,Gabinete do Senador Oriovisto Guimarães,8641.28,CARGO EM COMISSÃO
2167,Escritório de Apoio 1 do Senador Rogério Carvalho,8641.28,CARGO EM COMISSÃO
2168,Gabinete do Senador Marcos Rogério,8641.28,CARGO EM COMISSÃO
2169,Escritório de Apoio 2 do Senador Cid Gomes,8641.28,CARGO EM COMISSÃO
2170,Gabinete do Senador Major Olimpio,8745.55,CARGO EM COMISSÃO
2171,Escritório de Apoio 1 do Senador Major Olimpio,8693.42,CARGO EM COMISSÃO
2172,Escritório de Apoio 1 do Senador Major Olimpio,8641.28,CARGO EM COMISSÃO
2173,Escritório de Apoio 1 do Senador Major Olimpio,8641.28,CARGO EM COMISSÃO
2175,Escritório de Apoio do Senador Sérgio Petecão,8641.28,CARGO EM COMISSÃO
2176,Escritório de Apoio 1 do Senador Márcio Bittar,8641.28,CARGO EM COMISSÃO
2177,Escritório de Apoio do Senador Izalci Lucas,8693.42,CARGO EM COMISSÃO
2178,Escritório de Apoio 1 do Senador Esperidião Amin,8641.28,CARGO EM COMISSÃO
2179,Gabinete do Senador Márcio Bittar,8745.55,CARGO EM COMISSÃO
2180,Gabinete do Senador Angelo Coronel,8641.28,CARGO EM COMISSÃO
2182,Escritório de Apoio 1 do Senador Lucas Barreto,8641.28,CARGO EM COMISSÃO
2183,Escritório de Apoio 1 da Senadora Daniella Ribeiro,8693.42,CARGO EM COMISSÃO
2184,Gabinete da Senadora Eliziane Gama,9174.33,CARGO EM COMISSÃO
2185,Escritório de Apoio 1 do Senador Jayme Campos,8641.28,CARGO EM COMISSÃO
2187,Escritório de Apoio 1 da Senadora Zenaide Maia,8693.42,CARGO EM COMISSÃO
2188,Gabinete do Senador Izalci Lucas,8641.28,CARGO EM COMISSÃO
2190,Escritório de Apoio 1 da Senadora Zenaide Maia,8641.28,CARGO EM COMISSÃO
2191,Escritório de Apoio do Senador Rodrigo Pacheco,8745.55,CARGO EM COMISSÃO
2192,Gabinete do Senador Fernando Bezerra Coelho,8693.42,CARGO EM COMISSÃO
2193,Escritório de Apoio 1 do Senador Marcos Rogério,8641.28,CARGO EM COMISSÃO
2194,Gabinete do Senador Alessandro Vieira,8641.28,CARGO EM COMISSÃO
2196,Gabinete do Senador Marcos Rogério,8641.28,CARGO EM COMISSÃO
2198,Gabinete do Senador Lucas Barreto,10469.03,CARGO EM COMISSÃO
2200,Gabinete do Senador Weverton Rocha,8641.28,CARGO EM COMISSÃO
2201,Gabinete do Senador Lucas Barreto,8641.28,CARGO EM COMISSÃO
2202,Escritório de Apoio 1 do Senador Major Olimpio,8641.28,CARGO EM COMISSÃO
2203,Escritório de Apoio do Senador Eduardo Braga,8797.69,CARGO EM COMISSÃO
2204,Gabinete do Senador Marcos Rogério,6058.73,CARGO EM COMISSÃO
2205,Gabinete do Senador Vanderlan Cardoso,6163.02,CARGO EM COMISSÃO
2206,Gabinete do Senador Roberto Rocha,6058.73,CARGO EM COMISSÃO
2207,Escritório de Apoio 1 do Senador Angelo Coronel,8641.28,CARGO EM COMISSÃO
2209,Gabinete do Senador Rogério Carvalho,8641.28,CARGO EM COMISSÃO
2212,Gabinete do Senador Eduardo Gomes,8693.42,CARGO EM COMISSÃO
2213,Gabinete do Senador Roberto Rocha,8641.28,CARGO EM COMISSÃO
2214,Gabinete do Senador Marcos Rogério,8641.28,CARGO EM COMISSÃO
2216,Gabinete do Senador Carlos Viana,8641.28,CARGO EM COMISSÃO
2217,Gabinete do Senador Izalci Lucas,6058.73,CARGO EM COMISSÃO
2218,Gabinete do Senador Roberto Rocha,8641.28,CARGO EM COMISSÃO
2219,Gabinete do Senador Luis Carlos Heinze,8797.69,CARGO EM COMISSÃO
2220,Gabinete do Senador Fabiano Contarato,6058.73,CARGO EM COMISSÃO
2221,Gabinete do Senador Randolfe Rodrigues,6058.73,CARGO EM COMISSÃO
2222,Gabinete do Senador Rodrigo Cunha,6058.73,CARGO EM COMISSÃO
2223,Escritório de Apoio 1 do Senador Major Olimpio,8641.28,CARGO EM COMISSÃO
2224,Gabinete do Senador Alessandro Vieira,8641.28,CARGO EM COMISSÃO
2226,Gabinete do Senador Lucas Barreto,6058.73,CARGO EM COMISSÃO
2227,Gabinete do Senador Rodrigo Pacheco,3186.34,CARGO EM COMISSÃO
2228,Gabinete do Senador Jayme Campos,8693.42,CARGO EM COMISSÃO
2230,Gabinete da Senadora Daniella Ribeiro,8641.28,CARGO EM COMISSÃO
2231,Gabinete do Senador Jaques Wagner,8745.55,CARGO EM COMISSÃO
2232,Escritório de Apoio 1 do Senador Otto Alencar,8641.28,CARGO EM COMISSÃO
2233,Gabinete do Senador Fabiano Contarato,8641.28,CARGO EM COMISSÃO
2234,Escritório de Apoio do Senador Humberto Costa,6088.27,CARGO EM COMISSÃO
2235,Gabinete do Senador Luiz Carlos do Carmo,8693.42,CARGO EM COMISSÃO
2236,Gabinete do Senador Cid Gomes,8641.28,CARGO EM COMISSÃO
2237,Escritório de Apoio 2 do Senador Cid Gomes,8641.28,CARGO EM COMISSÃO
2238,Gabinete do Senador Marcos do Val,6058.73,CARGO EM COMISSÃO
2239,Gabinete do Senador Izalci Lucas,8901.96,CARGO EM COMISSÃO
2241,Gabinete do Senador Izalci Lucas,8641.28,CARGO EM COMISSÃO
2242,Gabinete do Senador Styvenson Valentim,6058.73,CARGO EM COMISSÃO
2243,Escritório de Apoio 1 do Senador Cid Gomes,8641.28,CARGO EM COMISSÃO
2244,Escritório de Apoio 1 do Senador Telmário Mota,8641.28,CARGO EM COMISSÃO
2245,Gabinete do Senador Rodrigo Pacheco,8641.28,CARGO EM COMISSÃO
2246,Escritório de Apoio 1 do Senador Telmário Mota,8641.28,CARGO EM COMISSÃO
2247,Escritório de Apoio 2 Senador Luis Carlos Heinze,8641.28,CARGO EM COMISSÃO
2248,Escritório de Apoio 2 do Senador Cid Gomes,8693.42,CARGO EM COMISSÃO
2251,Escritório de Apoio do Senador Acir Gurgacz,8641.28,CARGO EM COMISSÃO
2252,Escritório de Apoio nº1 do Senador Carlos Portinho,8641.28,CARGO EM COMISSÃO
2254,Gabinete do Senador Jaques Wagner,8372.99,CARGO EM COMISSÃO
2255,Escritório de Apoio nº 1 do Senador Lasier Martins,5958.34,CARGO EM COMISSÃO
2256,Gabinete do Senador Nelsinho Trad,6763.23,CARGO EM COMISSÃO
2258,Gabinete do Senador Jorginho Mello,5690.05,CARGO EM COMISSÃO
2259,Gabinete da Senadora Nilda Gondim,4668.9,CARGO EM COMISSÃO
2261,Gabinete do Senador Otto Alencar,2036.53,CARGO EM COMISSÃO
2262,Gabinete do Senador José Serra,10720.55,CARGO EM COMISSÃO
2263,Gabinete do Senador Paulo Paim,10824.82,CARGO EM COMISSÃO
2264,Gabinete do Senador Jaques Wagner,10772.69,CARGO EM COMISSÃO
2265,Gabinete do Senador Carlos Viana,10720.55,CARGO EM COMISSÃO
2266,Gabinete do Senador José Serra,10720.55,CARGO EM COMISSÃO
2267,Gabinete da Senadora Kátia Abreu,8037.62,CARGO EM COMISSÃO
2268,Gabinete do Senador Styvenson Valentim,10772.69,CARGO EM COMISSÃO
2269,Escritório de Apoio 1 do Senador Elmano Férrer,10720.55,CARGO EM COMISSÃO
2270,Gabinete da Senadora Maria do Carmo Alves,9092.89,CARGO EM COMISSÃO
2271,Gabinete da Senadora Leila Barros,7356.08,CARGO EM COMISSÃO
2272,Gabinete do Senador Ciro Nogueira,10720.55,CARGO EM COMISSÃO
2273,Gabinete do Senador Carlos Portinho,11136.38,CARGO EM COMISSÃO
2274,Escritório de Apoio do Senador Sérgio Petecão,10720.55,CARGO EM COMISSÃO
2275,Gabinete da Senadora Soraya Thronicke,10720.55,CARGO EM COMISSÃO
2276,Gabinete do Senador Nelsinho Trad,10772.69,CARGO EM COMISSÃO
2277,Gabinete do Senador Lasier Martins,10824.82,CARGO EM COMISSÃO
2279,Gabinete do Senador Veneziano Vital do Rêgo,10720.55,CARGO EM COMISSÃO
2280,Gabinete do Senador Esperidião Amin,10824.82,CARGO EM COMISSÃO
2282,Gabinete da Senadora Kátia Abreu,10720.55,CARGO EM COMISSÃO
2283,Gabinete do Senador Angelo Coronel,10720.55,CARGO EM COMISSÃO
2284,Escritório de Apoio 1 do Senador Elmano Férrer,10824.82,CARGO EM COMISSÃO
2286,Gabinete do Senador Lasier Martins,10720.55,CARGO EM COMISSÃO
2287,Gabinete do Senador Dário Berger,10720.55,CARGO EM COMISSÃO
2288,Gabinete do Senador Esperidião Amin,10720.55,CARGO EM COMISSÃO
2289,Gabinete do Senador Zequinha Marinho,10720.55,CARGO EM COMISSÃO
2290,Escritório de Apoio nº 1 do Senador Lasier Martins,10720.55,CARGO EM COMISSÃO
2291,Gabinete do Senador Carlos Portinho,10772.69,CARGO EM COMISSÃO
2292,Gabinete da Senadora Kátia Abreu,10720.55,CARGO EM COMISSÃO
2294,Gabinete do Senador Telmário Mota,10720.55,CARGO EM COMISSÃO
2295,Gabinete do Senador Lasier Martins,10772.69,CARGO EM COMISSÃO
2296,Escritório de Apoio do Senador Fernando Collor,10720.55,CARGO EM COMISSÃO
2297,Gabinete do Senador Alessandro Vieira,11443.49,CARGO EM COMISSÃO
2298,Gabinete do Senador Sérgio Petecão,10720.55,CARGO EM COMISSÃO
2299,Gabinete do Senador Dário Berger,10720.55,CARGO EM COMISSÃO
2302,Escritório de Apoio nº 1 da Senadora Mailza Gomes,10720.55,CARGO EM COMISSÃO
2303,Gabinete do Senador Jorginho Mello,12084.16,CARGO EM COMISSÃO
2304,Escritório de Apoio 1 do Senador Eduardo Girão,10720.55,CARGO EM COMISSÃO
2305,Gabinete do Senador Jaques Wagner,10720.55,CARGO EM COMISSÃO
2306,Gabinete do Senador Major Olimpio,10720.55,CARGO EM COMISSÃO
2307,Escritório de Apoio 1 do Senador Confúcio Moura,10720.55,CARGO EM COMISSÃO
2308,Escritório de Apoio 1 do Senador Major Olimpio,10720.55,CARGO EM COMISSÃO
2310,Gabinete da Senadora Eliziane Gama,10720.55,CARGO EM COMISSÃO
2311,Gabinete do Senador Veneziano Vital do Rêgo,10720.55,CARGO EM COMISSÃO
2312,Gabinete do Senador Veneziano Vital do Rêgo,7372.29,CARGO EM COMISSÃO
2313,Gabinete do Senador Marcelo Castro,10720.55,CARGO EM COMISSÃO
2314,Escritório de Apoio 1 da Senadora Eliziane Gama,10720.55,CARGO EM COMISSÃO
2315,Gabinete do Senador Weverton Rocha,10824.82,CARGO EM COMISSÃO
2316,Escritório de Apoio 1 do Senador Nelsinho Trad,10720.55,CARGO EM COMISSÃO
2319,Escritório de Apoio 1 do Senador Plínio Valério,10720.55,CARGO EM COMISSÃO
2320,Gabinete do Senador Eduardo Braga,7460.35,CARGO EM COMISSÃO
2322,Escritório de Apoio 1 do Senador Carlos Viana,10876.97,CARGO EM COMISSÃO
2324,Gabinete da Senadora Zenaide Maia,11026.5,CARGO EM COMISSÃO
2326,Gabinete do Senador Roberto Rocha,10720.55,CARGO EM COMISSÃO
2327,Gabinete do Senador Veneziano Vital do Rêgo,7356.08,CARGO EM COMISSÃO
2328,Escritório de Apoio do Senador Rodrigo Pacheco,10720.55,CARGO EM COMISSÃO
2329,Escritório de Apoio nº 1 da Senadora Mailza Gomes,10720.55,CARGO EM COMISSÃO
2330,Gabinete do Senador Cid Gomes,7408.22,CARGO EM COMISSÃO
2332,Gabinete do Senador Jorge Kajuru,10720.55,CARGO EM COMISSÃO
2333,Gabinete do Senador Nelsinho Trad,10720.55,CARGO EM COMISSÃO
2337,Gabinete da Senadora Mailza Gomes,10720.55,CARGO EM COMISSÃO
2339,Gabinete do Senador Roberto Rocha,10720.55,CARGO EM COMISSÃO
2340,Escritório de Apoio do Senador Ciro Nogueira,10720.55,CARGO EM COMISSÃO
2342,Escritório de Apoio 1 do Senador Angelo Coronel,10720.55,CARGO EM COMISSÃO
2343,Gabinete da Senadora Kátia Abreu,11273.88,CARGO EM COMISSÃO
2344,Escritório de Apoio nº 1 da Senadora Mailza Gomes,10720.55,CARGO EM COMISSÃO
2345,Escritório de Apoio nº 1 da Senadora Nilda Gondim,4726.59,CARGO EM COMISSÃO
2351,Gabinete do Senador Jaques Wagner,12799.83,CARGO EM COMISSÃO
2356,Gabinete do Senador Confúcio Moura,12799.83,CARGO EM COMISSÃO
2359,Gabinete do Senador Tasso Jereissati,12799.83,CARGO EM COMISSÃO
2360,Gabinete do Senador Fernando Collor,12799.83,CARGO EM COMISSÃO
2362,Gabinete do Senador Jarbas Vasconcelos,12851.96,CARGO EM COMISSÃO
2363,Gabinete do Senador Roberto Rocha,12799.83,CARGO EM COMISSÃO
2366,Gabinete da Senadora Kátia Abreu,11314.64,CARGO EM COMISSÃO
2368,Escritório de Apoio 1 do Senador Elmano Férrer,12799.83,CARGO EM COMISSÃO
2369,Escritório de Apoio do Senador Jarbas Vasconcelos,4599.59,CARGO EM COMISSÃO
2370,Escritório de Apoio do Senador Jarbas Vasconcelos,12799.83,CARGO EM COMISSÃO
2371,Escritório de Apoio do Senador Flávio Arns,12799.83,CARGO EM COMISSÃO
2373,Gabinete do Senador Renan Calheiros,12799.83,CARGO EM COMISSÃO
2375,Gabinete do Senador Acir Gurgacz,12799.83,CARGO EM COMISSÃO
2377,Gabinete do Senador Nelsinho Trad,12851.96,CARGO EM COMISSÃO
2378,Gabinete do Senador Vanderlan Cardoso,12851.96,CARGO EM COMISSÃO
2379,Gabinete do Senador José Serra,12904.11,CARGO EM COMISSÃO
2380,Gabinete do Senador Ciro Nogueira,10824.82,CARGO EM COMISSÃO
2381,Gabinete do Senador Ciro Nogueira,670.74,CARGO EM COMISSÃO
2382,Escritório de Apoio do Senador Sérgio Petecão,12799.83,CARGO EM COMISSÃO
2383,Gabinete do Senador Humberto Costa,12799.83,CARGO EM COMISSÃO
2385,Gabinete do Senador Fernando Bezerra Coelho,12799.83,CARGO EM COMISSÃO
2386,Gabinete do Senador Confúcio Moura,12851.96,CARGO EM COMISSÃO
2387,Gabinete do Senador Carlos Fávaro,12799.83,CARGO EM COMISSÃO
2388,Gabinete da Senadora Simone Tebet,14783.98,CARGO EM COMISSÃO
2389,Gabinete da Senadora Mara Gabrilli,12799.83,CARGO EM COMISSÃO
2390,Escritório de Apoio do Senador Renan Calheiros,12799.83,CARGO EM COMISSÃO
2391,Gabinete do Senador Fernando Collor,12799.83,CARGO EM COMISSÃO
2392,Gabinete da Senadora Mailza Gomes,14925.09,CARGO EM COMISSÃO
2393,Escritório de Apoio 1 do Senador José Serra,12799.83,CARGO EM COMISSÃO
2394,Gabinete do Senador Davi Alcolumbre,12799.83,CARGO EM COMISSÃO
2395,Gabinete do Senador Romário,12799.83,CARGO EM COMISSÃO
2396,Gabinete do Senador Cid Gomes,12904.11,CARGO EM COMISSÃO
2397,Escritório Apoio 1 do Senador Randolfe Rodrigues,12799.83,CARGO EM COMISSÃO
2400,Escritório de Apoio 1 do Senador Roberto Rocha,12799.83,CARGO EM COMISSÃO
2401,Gabinete do Senador Roberto Rocha,12799.83,CARGO EM COMISSÃO
2402,Escritório de Apoio 1 do Senador Otto Alencar,12799.83,CARGO EM COMISSÃO
2404,Gabinete do Senador Humberto Costa,13767.15,CARGO EM COMISSÃO
2405,Escritório de Apoio 1 do Senador Roberto Rocha,12799.83,CARGO EM COMISSÃO
2409,Gabinete do Senador Roberto Rocha,12799.83,CARGO EM COMISSÃO
2411,Gabinete do Senador Eduardo Girão,12799.83,CARGO EM COMISSÃO
2414,Gabinete do Senador Jáder Barbalho,12904.11,CARGO EM COMISSÃO
2415,Escritório de Apoio 1 do Senador Telmário Mota,9177.87,CARGO EM COMISSÃO
2416,Gabinete da Senadora Eliziane Gama,12382.46,CARGO EM COMISSÃO
2417,Gabinete da Senadora Eliziane Gama,871.95,CARGO EM COMISSÃO
2418,Gabinete do Senador Angelo Coronel,12799.83,CARGO EM COMISSÃO
2419,Escritório de Apoio 1 do Senador Marcos Rogério,12799.83,CARGO EM COMISSÃO
2420,Escritório de Apoio 1 do Senador Marcos Rogério,12799.83,CARGO EM COMISSÃO
2421,Escritório de Apoio 2 do Senador Cid Gomes,12799.83,CARGO EM COMISSÃO
2422,Escritório de Apoio do Senador Jarbas Vasconcelos,12799.83,CARGO EM COMISSÃO
2423,Escritório de Apoio 1 do Senador Jaques Wagner,12851.96,CARGO EM COMISSÃO
2424,Escritório de Apoio 1 do Senador Jayme Campos,12799.83,CARGO EM COMISSÃO
2425,Gabinete do Senador Rogério Carvalho,12799.83,CARGO EM COMISSÃO
2426,Gabinete do Senador Eduardo Gomes,12397.4,CARGO EM COMISSÃO
2427,Gabinete do Senador Veneziano Vital do Rêgo,12799.83,CARGO EM COMISSÃO
2428,Escritório de Apoio 2 Senador Luis Carlos Heinze,12799.83,CARGO EM COMISSÃO
2429,Escritório de Apoio 1 do Senador Jayme Campos,12799.83,CARGO EM COMISSÃO
2430,Escritório de Apoio 1 do Senador Alessandro Vieira,12956.24,CARGO EM COMISSÃO
2431,Escritório de Apoio do Senador Ciro Nogueira,12799.83,CARGO EM COMISSÃO
2432,Gabinete da Senadora Eliziane Gama,12799.83,CARGO EM COMISSÃO
2433,Gabinete do Senador Marcelo Castro,16958.38,CARGO EM COMISSÃO
2434,Escritório de Apoio 1 da Senadora Eliziane Gama,12904.11,CARGO EM COMISSÃO
2435,Escritório de Apoio 1 da Senadora Eliziane Gama,12799.83,CARGO EM COMISSÃO
2436,Escritório de Apoio 1 do Senador Nelsinho Trad,12904.11,CARGO EM COMISSÃO
2438,Gabinete da Senadora Daniella Ribeiro,11400.46,CARGO EM COMISSÃO
2440,Escritório de Apoio 1 da Senadora Eliziane Gama,12904.11,CARGO EM COMISSÃO
2441,Gabinete do Senador Weverton Rocha,12799.83,CARGO EM COMISSÃO
2442,Escritório de Apoio do Senador Styvenson Vatentim,12799.83,CARGO EM COMISSÃO
2443,Gabinete do Senador Alessandro Vieira,12799.83,CARGO EM COMISSÃO
2444,Escritório de Apoio do Senador Styvenson Vatentim,12799.83,CARGO EM COMISSÃO
2445,Escritório de Apoio 1 do Senador Plínio Valério,8861.97,CARGO EM COMISSÃO
2446,Gabinete da Senadora Zenaide Maia,12799.83,CARGO EM COMISSÃO
2448,Escritório Apoio 1 do Senador Randolfe Rodrigues,12799.83,CARGO EM COMISSÃO
2449,Escritório de Apoio 1 do Senador Confúcio Moura,8653.42,CARGO EM COMISSÃO
2450,Gabinete do Senador Nelsinho Trad,12799.83,CARGO EM COMISSÃO
2451,Gabinete do Senador Rodrigo Pacheco,5555.9,CARGO EM COMISSÃO
2454,Escritório de Apoio 1 do Senador Nelsinho Trad,12799.83,CARGO EM COMISSÃO
2455,Escritório de Apoio do Senador Flávio Arns,12676.0,CARGO EM COMISSÃO
2456,Escritório de Apoio 1 da Senadora Daniella Ribeiro,8705.57,CARGO EM COMISSÃO
2458,Gabinete do Senador Roberto Rocha,13060.51,CARGO EM COMISSÃO
2459,Gabinete do Senador Elmano Férrer,12799.83,CARGO EM COMISSÃO
2460,Gabinete do Senador Romário,12799.83,CARGO EM COMISSÃO
2461,Gabinete do Senador Wellington Fagundes,12799.83,CARGO EM COMISSÃO
2462,Gabinete do Senador Márcio Bittar,12799.83,CARGO EM COMISSÃO
2463,Gabinete do Senador Carlos Fávaro,12799.83,CARGO EM COMISSÃO
2465,Gabinete do Senador Carlos Fávaro,12799.83,CARGO EM COMISSÃO
2466,Escritório de Apoio 1 do Senador Carlos Fávaro,12799.83,CARGO EM COMISSÃO
2468,Escritório de Apoio 1 do Senador Carlos Fávaro,12799.83,CARGO EM COMISSÃO
2469,Gabinete do Senador Styvenson Valentim,12799.83,CARGO EM COMISSÃO
2470,Gabinete do Senador Roberto Rocha,12799.83,CARGO EM COMISSÃO
2471,Gabinete do Senador Mecias de Jesus,12799.83,CARGO EM COMISSÃO
2475,Gabinete do Senador Roberto Rocha,12397.4,CARGO EM COMISSÃO
