,LOTAÇÃO EXERCÍCIO,REM_LIQUIDA,CATEGORIA
1484,Gabinete do Senador Izalci Lucas,3749.4,CARGO EM COMISSÃO
1485,Gabinete do Senador Izalci Lucas,3749.4,CARGO EM COMISSÃO
1486,Escritório de Apoio 1 da Senadora Daniella Ribeiro,3749.4,CARGO EM COMISSÃO
1488,Escritório de Apoio 1 do Senador Zequinha Marinho,3993.3,CARGO EM COMISSÃO
1489,Gabinete do Senador Izalci Lucas,3854.67,CARGO EM COMISSÃO
1491,Gabinete do Senador Roberto Rocha,3749.4,CARGO EM COMISSÃO
1492,Escritório de Apoio 1 do Senador Lucas Barreto,3826.24,CARGO EM COMISSÃO
1493,Escritório de Apoio 1 do Senador Lucas Barreto,3749.4,CARGO EM COMISSÃO
1494,Gabinete do Senador Izalci Lucas,3749.4,CARGO EM COMISSÃO
1495,Gabinete do Senador Izalci Lucas,3749.4,CARGO EM COMISSÃO
1496,Gabinete do Senador Chico Rodrigues,3749.4,CARGO EM COMISSÃO
1497,Gabinete do Senador Izalci Lucas,3749.4,CARGO EM COMISSÃO
1498,Escritório de Apoio 1 do Senador Elmano Férrer,3792.05,CARGO EM COMISSÃO
1500,Escritório de Apoio do Senador Paulo Paim,3749.4,CARGO EM COMISSÃO
1501,Gabinete do Senador Jayme Campos,3714.5,CARGO EM COMISSÃO
1502,Gabinete do Senador Roberto Rocha,3749.4,CARGO EM COMISSÃO
1503,Gabinete do Senador Vanderlan Cardoso,4032.13,CARGO EM COMISSÃO
1504,Gabinete do Senador Oriovisto Guimarães,3749.4,CARGO EM COMISSÃO
1506,Escritório de Apoio 1 do Senador Paulo Rocha,3749.4,CARGO EM COMISSÃO
1507,Gabinete do Senador Roberto Rocha,3749.4,CARGO EM COMISSÃO
1508,Escritório de Apoio 1 do Senador Rogério Carvalho,3749.4,CARGO EM COMISSÃO
1509,Escritório de Apoio 1 do Senador Weverton Rocha,3749.4,CARGO EM COMISSÃO
1510,Escritório de Apoio 1 do Senador Jayme Campos,3792.05,CARGO EM COMISSÃO
1511,Escritório Apoio 1 do Senador Randolfe Rodrigues,3826.24,CARGO EM COMISSÃO
1513,Escritório de Apoio 1 do Senador Paulo Rocha,3749.4,CARGO EM COMISSÃO
1514,Escritório de Apoio do Senador Acir Gurgacz,3749.4,CARGO EM COMISSÃO
1516,Gabinete do Senador Fernando Collor,3749.4,CARGO EM COMISSÃO
1519,Gabinete do Senador Eduardo Gomes,3749.4,CARGO EM COMISSÃO
1520,Gabinete do Senador Eduardo Gomes,3749.4,CARGO EM COMISSÃO
1521,Escritório de Apoio 1 do Senador Alessandro Vieira,3749.4,CARGO EM COMISSÃO
1522,Escritório de Apoio 1 do Senador Jorginho Mello,3749.4,CARGO EM COMISSÃO
1523,Gabinete do Senador Veneziano Vital do Rêgo,3749.4,CARGO EM COMISSÃO
1524,Escritório de Apoio 1 da Senadora Zenaide Maia,3749.4,CARGO EM COMISSÃO
1526,Escritório de Apoio do Senador Rodrigo Pacheco,3749.4,CARGO EM COMISSÃO
1527,Escritório de Apoio 1 do Senador Lucas Barreto,3749.4,CARGO EM COMISSÃO
1528,Escritório de Apoio 1 do Senador Carlos Viana,3749.4,CARGO EM COMISSÃO
1529,Escritório de Apoio 1 do Senador Jaques Wagner,3792.05,CARGO EM COMISSÃO
1530,Escritório de Apoio 1 do Senador Jaques Wagner,3826.24,CARGO EM COMISSÃO
1531,Gabinete do Senador Lucas Barreto,3749.4,CARGO EM COMISSÃO
1533,Gabinete do Senador Cid Gomes,3749.4,CARGO EM COMISSÃO
1535,Gabinete do Senador Roberto Rocha,3826.24,CARGO EM COMISSÃO
1536,Escritório de Apoio 1 da Senadora Eliziane Gama,3749.4,CARGO EM COMISSÃO
1537,Escritório de Apoio 1 do Senador Zequinha Marinho,3640.94,CARGO EM COMISSÃO
1538,Gabinete do Senador Antônio Anastasia,3749.4,CARGO EM COMISSÃO
1540,Escritório de Apoio 1 do Senador Lucas Barreto,3369.45,CARGO EM COMISSÃO
1541,Escritório de Apoio 1 do Senador Alessandro Vieira,3749.4,CARGO EM COMISSÃO
1542,Escritório de Apoio 1 do Senador Vanderlan Cardoso,3749.4,CARGO EM COMISSÃO
1543,Escritório de Apoio 1 do Senador Carlos Fávaro,3749.4,CARGO EM COMISSÃO
1544,Escritório de Apoio 1 do Senador Carlos Fávaro,3749.4,CARGO EM COMISSÃO
1545,Gabinete do Senador Carlos Fávaro,3792.05,CARGO EM COMISSÃO
1546,Escritório de Apoio 2 do Senador Cid Gomes,3749.4,CARGO EM COMISSÃO
1547,Escritório de Apoio 1 do Senador Jorginho Mello,3749.4,CARGO EM COMISSÃO
1548,Gabinete do Senador Izalci Lucas,2641.59,CARGO EM COMISSÃO
1549,Gabinete do Senador Veneziano Vital do Rêgo,2553.75,CARGO EM COMISSÃO
1550,Gabinete do Senador Veneziano Vital do Rêgo,523.67,CARGO EM COMISSÃO
1551,Escritório de Apoio 1 do Senador Rodrigo Cunha,3749.4,CARGO EM COMISSÃO
1552,Escritório de Apoio 1 da Senadora Mara Gabrilli,3749.4,CARGO EM COMISSÃO
1553,Escritório Apoio 1 do Senador Randolfe Rodrigues,3749.4,CARGO EM COMISSÃO
1554,Escritório de Apoio 1 do Senador Jaques Wagner,3749.4,CARGO EM COMISSÃO
1555,Escritório de Apoio 1 do Senador Mecias de Jesus,8529.2,CARGO EM COMISSÃO
1558,Gabinete do Senador Wellington Fagundes,3749.4,CARGO EM COMISSÃO
1559,Escritório de Apoio do Senador Eduardo Braga,3749.4,CARGO EM COMISSÃO
1560,Escritório de Apoio 1 do Senador Zequinha Marinho,3749.4,CARGO EM COMISSÃO
1561,Escritório de Apoio 1 do Senador Jorginho Mello,3749.4,CARGO EM COMISSÃO
1563,Escritório de Apoio 1 do Senador Jorginho Mello,3749.4,CARGO EM COMISSÃO
1564,Escritório de Apoio 1 da Senadora Zenaide Maia,3749.4,CARGO EM COMISSÃO
1565,Escritório de Apoio 1 do Senador Carlos Fávaro,3792.05,CARGO EM COMISSÃO
1566,Escritório de Apoio 1 do Senador Otto Alencar,3749.4,CARGO EM COMISSÃO
1567,Escritório de Apoio 1 do Senador Carlos Viana,3749.4,CARGO EM COMISSÃO
1568,Escritório de Apoio nº1 do Senador Carlos Portinho,3749.4,CARGO EM COMISSÃO
1569,Gabinete da Senadora Kátia Abreu,3749.4,CARGO EM COMISSÃO
1571,Escritório de Apoio nº1 do Senador Carlos Portinho,3749.4,CARGO EM COMISSÃO
1572,Escritório de Apoio 1 do Senador Otto Alencar,3749.4,CARGO EM COMISSÃO
1573,Escritório de Apoio do Senador Renan Calheiros,3749.4,CARGO EM COMISSÃO
1574,Gabinete do Senador Rogério Carvalho,3749.4,CARGO EM COMISSÃO
1575,Gabinete do Senador Carlos Portinho,4420.15,CARGO EM COMISSÃO
1576,Gabinete do Senador Mecias de Jesus,3749.4,CARGO EM COMISSÃO
1578,Escritório de Apoio nº 1 da Senadora Nilda Gondim,3749.4,CARGO EM COMISSÃO
1579,Escritório de Apoio 1 do Senador Nelsinho Trad,3749.4,CARGO EM COMISSÃO
1581,Gabinete do Senador Fernando Collor,3749.4,CARGO EM COMISSÃO
1582,Escritório de Apoio 1 do Senador Jaques Wagner,3749.4,CARGO EM COMISSÃO
1583,Gabinete da Senadora Nilda Gondim,4094.89,CARGO EM COMISSÃO
1584,Gabinete do Senador Dário Berger,2920.8,CARGO EM COMISSÃO
1585,Escritório de Apoio 1 do Senador Jean Paul Prates,3026.87,CARGO EM COMISSÃO
1586,Escritório de Apoio 1 do Senador Rogério Carvalho,2699.59,CARGO EM COMISSÃO
1587,Escritório de Apoio nº 1 da Senadora Nilda Gondim,2581.48,CARGO EM COMISSÃO
1588,Escritório de Apoio 1 do Senador Jean Paul Prates,1204.88,CARGO EM COMISSÃO
1591,Gabinete do Senador Humberto Costa,16958.38,CARGO EM COMISSÃO
1592,Gabinete do Senador Renan Calheiros,16958.38,CARGO EM COMISSÃO
1593,Gabinete do Senador Renan Calheiros,16958.38,CARGO EM COMISSÃO
1595,Gabinete do Senador Renan Calheiros,16958.38,CARGO EM COMISSÃO
1596,Gabinete da Senadora Daniella Ribeiro,14916.3,CARGO EM COMISSÃO
1598,Gabinete do Senador Eduardo Braga,17062.65,CARGO EM COMISSÃO
1601,Gabinete do Senador Renan Calheiros,17129.67,CARGO EM COMISSÃO
1602,Gabinete do Senador Nelsinho Trad,16842.58,CARGO EM COMISSÃO
1603,Gabinete do Senador Telmário Mota,17114.79,CARGO EM COMISSÃO
1604,Gabinete do Senador Roberto Rocha,16958.38,CARGO EM COMISSÃO
1605,Gabinete do Senador Sérgio Petecão,16958.38,CARGO EM COMISSÃO
1607,Gabinete do Senador Telmário Mota,16958.38,CARGO EM COMISSÃO
1609,Gabinete do Senador Chico Rodrigues,11259.73,CARGO EM COMISSÃO
1610,Gabinete do Senador Chico Rodrigues,17312.36,CARGO EM COMISSÃO
1611,Gabinete da Senadora Eliziane Gama,15885.21,CARGO EM COMISSÃO
1612,Gabinete do Senador Esperidião Amin,16958.38,CARGO EM COMISSÃO
1613,Gabinete do Senador Jáder Barbalho,16958.38,CARGO EM COMISSÃO
1615,Gabinete do Senador Acir Gurgacz,16958.38,CARGO EM COMISSÃO
1616,Gabinete do Senador Paulo Paim,17010.51,CARGO EM COMISSÃO
1617,Escritório de Apoio do Senador Flávio Arns,17062.65,CARGO EM COMISSÃO
1619,Gabinete da Senadora Leila Barros,17062.65,CARGO EM COMISSÃO
1620,Gabinete do Senador Romário,16958.38,CARGO EM COMISSÃO
1621,Gabinete do Senador Vanderlan Cardoso,17062.65,CARGO EM COMISSÃO
1622,Gabinete da Senadora Leila Barros,17114.79,CARGO EM COMISSÃO
1623,Gabinete do Senador Alvaro Dias,16958.38,CARGO EM COMISSÃO
1626,Gabinete do Senador Tasso Jereissati,16958.38,CARGO EM COMISSÃO
1627,Gabinete do Senador Paulo Paim,17010.51,CARGO EM COMISSÃO
1628,Gabinete do Senador Cid Gomes,16958.38,CARGO EM COMISSÃO
1629,Gabinete do Senador Eduardo Girão,17010.51,CARGO EM COMISSÃO
1631,Gabinete do Senador Randolfe Rodrigues,16969.07,CARGO EM COMISSÃO
1633,Escritório de Apoio do Senador Paulo Paim,12851.96,CARGO EM COMISSÃO
1634,Escritório de Apoio do Senador Paulo Paim,1341.47,CARGO EM COMISSÃO
1635,Gabinete do Senador Tasso Jereissati,16958.38,CARGO EM COMISSÃO
1636,Gabinete do Senador Tasso Jereissati,17010.51,CARGO EM COMISSÃO
1637,Gabinete do Senador Oriovisto Guimarães,11248.1,CARGO EM COMISSÃO
1638,Gabinete do Senador Jorge Kajuru,16958.38,CARGO EM COMISSÃO
1639,Gabinete do Senador Veneziano Vital do Rêgo,17062.65,CARGO EM COMISSÃO
1640,Gabinete do Senador Jean Paul Prates,11352.37,CARGO EM COMISSÃO
1641,Gabinete do Senador Jarbas Vasconcelos,17010.51,CARGO EM COMISSÃO
1642,Gabinete do Senador Marcos do Val,17010.51,CARGO EM COMISSÃO
1643,Gabinete do Senador Tasso Jereissati,18590.63,CARGO EM COMISSÃO
1644,Gabinete do Senador Antônio Anastasia,17062.65,CARGO EM COMISSÃO
1645,Escritório de Apoio do Senador Jarbas Vasconcelos,17010.51,CARGO EM COMISSÃO
1646,Gabinete da Senadora Simone Tebet,16958.38,CARGO EM COMISSÃO
1647,Gabinete da Senadora Simone Tebet,17062.65,CARGO EM COMISSÃO
1648,Gabinete do Senador Renan Calheiros,17010.51,CARGO EM COMISSÃO
1649,Gabinete do Senador Otto Alencar,16958.38,CARGO EM COMISSÃO
1650,Gabinete do Senador Eduardo Braga,11300.23,CARGO EM COMISSÃO
1652,Gabinete do Senador Oriovisto Guimarães,9514.01,CARGO EM COMISSÃO
1653,Gabinete da Senadora Kátia Abreu,5331.12,CARGO EM COMISSÃO
1654,Gabinete do Senador José Serra,16958.38,CARGO EM COMISSÃO
1655,Gabinete do Senador Eduardo Gomes,17062.65,CARGO EM COMISSÃO
1656,Gabinete do Senador Nelsinho Trad,17995.36,CARGO EM COMISSÃO
1657,Gabinete da Senadora Soraya Thronicke,16958.38,CARGO EM COMISSÃO
1658,Gabinete do Senador Veneziano Vital do Rêgo,16958.38,CARGO EM COMISSÃO
1659,Gabinete do Senador Veneziano Vital do Rêgo,17010.51,CARGO EM COMISSÃO
1660,Gabinete do Senador Tasso Jereissati,9566.15,CARGO EM COMISSÃO
1661,Escritório de Apoio do Senador Humberto Costa,17114.79,CARGO EM COMISSÃO
1662,Escritório Apoio 1 do Senador Randolfe Rodrigues,16958.38,CARGO EM COMISSÃO
1663,Gabinete do Senador Rogério Carvalho,16958.38,CARGO EM COMISSÃO
1664,Gabinete do Senador Ciro Nogueira,13473.05,CARGO EM COMISSÃO
1665,Gabinete do Senador Ciro Nogueira,1157.94,CARGO EM COMISSÃO
1666,Gabinete do Senador Renan Calheiros,16958.38,CARGO EM COMISSÃO
1667,Gabinete do Senador Eduardo Braga,16958.38,CARGO EM COMISSÃO
1668,Gabinete do Senador Jorge Kajuru,17010.51,CARGO EM COMISSÃO
1669,Gabinete do Senador Ciro Nogueira,15196.52,CARGO EM COMISSÃO
1670,Gabinete do Senador Ciro Nogueira,1042.14,CARGO EM COMISSÃO
1671,Gabinete do Senador Acir Gurgacz,17995.36,CARGO EM COMISSÃO
1673,Gabinete do Senador Humberto Costa,7317.82,CARGO EM COMISSÃO
1674,Gabinete do Senador Acir Gurgacz,14613.04,CARGO EM COMISSÃO
1677,Gabinete do Senador Alvaro Dias,18151.77,CARGO EM COMISSÃO
1678,Gabinete da Senadora Simone Tebet,16958.38,CARGO EM COMISSÃO
1679,Gabinete do Senador Jáder Barbalho,17136.49,CARGO EM COMISSÃO
1681,Gabinete da Senadora Nilda Gondim,18586.63,CARGO EM COMISSÃO
1683,Escritório de Apoio Senadora Maria do Carmo Alves,16958.38,CARGO EM COMISSÃO
1684,Gabinete do Senador Flávio Arns,16958.38,CARGO EM COMISSÃO
1685,Gabinete do Senador Elmano Férrer,16958.38,CARGO EM COMISSÃO
1686,Escritório de Apoio do Senador Renan Calheiros,16958.38,CARGO EM COMISSÃO
1687,Gabinete do Senador Marcos Rogério,17010.51,CARGO EM COMISSÃO
1688,Gabinete da Senadora Maria do Carmo Alves,16958.38,CARGO EM COMISSÃO
1689,Gabinete do Senador Vanderlan Cardoso,16958.38,CARGO EM COMISSÃO
1690,Gabinete do Senador Reguffe,13368.79,CARGO EM COMISSÃO
1691,Gabinete do Senador Reguffe,1505.31,CARGO EM COMISSÃO
1692,Escritório de Apoio nº 01 da Senadora Simone Tebet,17010.51,CARGO EM COMISSÃO
1693,Gabinete da Senadora Rose de Freitas,17166.93,CARGO EM COMISSÃO
1694,Gabinete do Senador Davi Alcolumbre,16958.38,CARGO EM COMISSÃO
1695,Gabinete do Senador Davi Alcolumbre,16958.38,CARGO EM COMISSÃO
1696,Escritório de Apoio 1 do Senador Romário,16958.38,CARGO EM COMISSÃO
1697,Gabinete do Senador Antônio Anastasia,16958.38,CARGO EM COMISSÃO
1698,Gabinete do Senador Antônio Anastasia,16958.38,CARGO EM COMISSÃO
1699,Escritório de Apoio 1 do Senador Romário,13368.79,CARGO EM COMISSÃO
1700,Escritório de Apoio 1 do Senador Romário,1505.31,CARGO EM COMISSÃO
1701,Gabinete do Senador Romário,17062.65,CARGO EM COMISSÃO
1702,Escritório de Apoio 1 do Senador Antônio Anastasia,16958.38,CARGO EM COMISSÃO
1703,Gabinete do Senador Fernando Bezerra Coelho,17010.51,CARGO EM COMISSÃO
1704,Gabinete do Senador Antônio Anastasia,16958.38,CARGO EM COMISSÃO
1705,Gabinete do Senador Omar Aziz,17943.22,CARGO EM COMISSÃO
1706,Escritório de Apoio 1 do Senador Romário,16958.38,CARGO EM COMISSÃO
1707,Escritório de Apoio 1 do Senador Telmário Mota,16676.29,CARGO EM COMISSÃO
1708,Escritório de Apoio 1 do Senador Romário,16958.38,CARGO EM COMISSÃO
1709,Gabinete do Senador Telmário Mota,17010.51,CARGO EM COMISSÃO
1710,Escritório de Apoio 1 do Senador Jean Paul Prates,11248.1,CARGO EM COMISSÃO
1712,Escritório de Apoio 1 do Senador Romário,16958.38,CARGO EM COMISSÃO
1713,Gabinete do Senador Fernando Collor,16958.38,CARGO EM COMISSÃO
1718,Gabinete do Senador Jaques Wagner,17010.51,CARGO EM COMISSÃO
1719,Gabinete do Senador Chico Rodrigues,17753.12,CARGO EM COMISSÃO
1720,Gabinete da Senadora Rose de Freitas,17464.98,CARGO EM COMISSÃO
1721,Escritório de Apoio Senadora Maria do Carmo Alves,16958.38,CARGO EM COMISSÃO
1722,Gabinete do Senador Jáder Barbalho,17062.65,CARGO EM COMISSÃO
1724,Gabinete do Senador Zequinha Marinho,16958.38,CARGO EM COMISSÃO
1725,Escritório de Apoio 1 do Senador Romário,16958.38,CARGO EM COMISSÃO
1727,Escritório de Apoio 1 do Senador Romário,16958.38,CARGO EM COMISSÃO
1728,Gabinete do Senador Fernando Bezerra Coelho,17114.79,CARGO EM COMISSÃO
1729,Gabinete do Senador Romário,16958.38,CARGO EM COMISSÃO
1731,Gabinete do Senador Humberto Costa,16958.38,CARGO EM COMISSÃO
1732,Gabinete do Senador Humberto Costa,16958.38,CARGO EM COMISSÃO
1734,Escritório de Apoio nº 1 da Senadora Nilda Gondim,16958.38,CARGO EM COMISSÃO
1735,Escritório de Apoio nº 1 da Senadora Mailza Gomes,16958.38,CARGO EM COMISSÃO
1736,Gabinete do Senador Lucas Barreto,16958.38,CARGO EM COMISSÃO
1737,Escritório de Apoio 1 do Senador Jean Paul Prates,16958.38,CARGO EM COMISSÃO
1740,Gabinete do Senador Fabiano Contarato,16958.38,CARGO EM COMISSÃO
1741,Gabinete do Senador Jorge Kajuru,16958.38,CARGO EM COMISSÃO
1743,Gabinete do Senador Flávio Bolsonaro,16958.38,CARGO EM COMISSÃO
1745,Gabinete do Senador Irajá,17010.51,CARGO EM COMISSÃO
1746,Escritório de Apoio 2 do Senador Cid Gomes,16958.38,CARGO EM COMISSÃO
1747,Gabinete do Senador Eduardo Gomes,16958.38,CARGO EM COMISSÃO
1748,Gabinete do Senador Izalci Lucas,16958.38,CARGO EM COMISSÃO
1749,Gabinete do Senador Jorge Kajuru,16958.38,CARGO EM COMISSÃO
1750,Gabinete do Senador Márcio Bittar,17062.65,CARGO EM COMISSÃO
1751,Gabinete do Senador Styvenson Valentim,17062.65,CARGO EM COMISSÃO
1752,Gabinete do Senador Weverton Rocha,17062.65,CARGO EM COMISSÃO
1753,Gabinete do Senador Confúcio Moura,17062.65,CARGO EM COMISSÃO
1754,Gabinete do Senador Major Olimpio,17076.82,CARGO EM COMISSÃO
1755,Gabinete do Senador Rogério Carvalho,17062.65,CARGO EM COMISSÃO
1756,Gabinete da Senadora Daniella Ribeiro,16958.38,CARGO EM COMISSÃO
1757,Gabinete do Senador Jorginho Mello,16958.38,CARGO EM COMISSÃO
1758,Gabinete do Senador Luis Carlos Heinze,16958.38,CARGO EM COMISSÃO
1759,Gabinete do Senador Renan Calheiros,16958.38,CARGO EM COMISSÃO
1760,Escritório de Apoio 1 do Senador Jean Paul Prates,17010.51,CARGO EM COMISSÃO
1761,Escritório de Apoio 1 do Senador Jean Paul Prates,16958.38,CARGO EM COMISSÃO
1762,Gabinete da Senadora Leila Barros,17010.51,CARGO EM COMISSÃO
1763,Gabinete do Senador Marcelo Castro,17010.51,CARGO EM COMISSÃO
1764,Gabinete do Senador Angelo Coronel,16958.38,CARGO EM COMISSÃO
1765,Escritório de Apoio 1 do Senador Márcio Bittar,17010.51,CARGO EM COMISSÃO
1766,Gabinete do Senador Flávio Bolsonaro,17010.51,CARGO EM COMISSÃO
1767,Gabinete do Senador Flávio Bolsonaro,16958.38,CARGO EM COMISSÃO
1768,Escritório de Apoio 1 do Senador Flávio Bolsonaro,16958.38,CARGO EM COMISSÃO
1769,Gabinete do Senador Irajá,16958.38,CARGO EM COMISSÃO
1770,Escritório de Apoio nº 1 do Senador Irajá,16958.38,CARGO EM COMISSÃO
1771,Escritório de Apoio nº 1 do Senador Irajá,17010.51,CARGO EM COMISSÃO
1772,Gabinete do Senador Marcos Rogério,16958.38,CARGO EM COMISSÃO
1773,Gabinete do Senador Flávio Arns,16958.38,CARGO EM COMISSÃO
1774,Escritório de Apoio 1 da Senadora Mara Gabrilli,16958.38,CARGO EM COMISSÃO
1775,Gabinete do Senador Major Olimpio,16958.38,CARGO EM COMISSÃO
1776,Gabinete do Senador Rodrigo Cunha,16958.38,CARGO EM COMISSÃO
1777,Gabinete do Senador Weverton Rocha,17010.51,CARGO EM COMISSÃO
1778,Gabinete do Senador Jorge Kajuru,17010.51,CARGO EM COMISSÃO
1779,Escritório de Apoio 1 do Senador Rodrigo Cunha,16958.38,CARGO EM COMISSÃO
1780,Gabinete do Senador Rodrigo Cunha,16958.38,CARGO EM COMISSÃO
1781,Escritório de Apoio 1 do Senador Márcio Bittar,16958.38,CARGO EM COMISSÃO
1784,Escritório de Apoio nº 1 do Senador Eduardo Gomes,17010.51,CARGO EM COMISSÃO
1785,Gabinete do Senador Veneziano Vital do Rêgo,16958.38,CARGO EM COMISSÃO
1786,Escritório de Apoio 1 da Senadora Zenaide Maia,16958.38,CARGO EM COMISSÃO
1787,Escritório de Apoio 1 do Senador Rodrigo Cunha,16958.38,CARGO EM COMISSÃO
1788,Gabinete do Senador Mecias de Jesus,17114.79,CARGO EM COMISSÃO
1789,Gabinete do Senador Wellington Fagundes,17042.55,CARGO EM COMISSÃO
1791,Gabinete da Senadora Nilda Gondim,16958.38,CARGO EM COMISSÃO
1792,Gabinete do Senador Veneziano Vital do Rêgo,11248.1,CARGO EM COMISSÃO
1793,Escritório de Apoio 1 do Senador Angelo Coronel,16958.38,CARGO EM COMISSÃO
1795,Gabinete do Senador Zequinha Marinho,17062.65,CARGO EM COMISSÃO
1796,Gabinete do Senador Veneziano Vital do Rêgo,16257.77,CARGO EM COMISSÃO
1797,Escritório de Apoio 1 do Senador Carlos Viana,16958.38,CARGO EM COMISSÃO
1798,Gabinete do Senador Alessandro Vieira,17029.4,CARGO EM COMISSÃO
1799,Gabinete do Senador Davi Alcolumbre,645.74,CARGO EM COMISSÃO
1801,Escritório de Apoio 1 do Senador Lucas Barreto,17010.51,CARGO EM COMISSÃO
1802,Escritório de Apoio 1 do Senador Angelo Coronel,16958.38,CARGO EM COMISSÃO
1803,Gabinete do Senador Angelo Coronel,11248.1,CARGO EM COMISSÃO
1804,Escritório de Apoio 1 do Senador Zequinha Marinho,16958.38,CARGO EM COMISSÃO
1805,Gabinete do Senador Chico Rodrigues,16958.38,CARGO EM COMISSÃO
1806,Escritório de Apoio 1 Senador Luis Carlos Heinze,16958.38,CARGO EM COMISSÃO
1807,Gabinete do Senador Eduardo Braga,16958.38,CARGO EM COMISSÃO
1808,Escritório de Apoio 1 do Senador Angelo Coronel,16958.38,CARGO EM COMISSÃO
1809,Gabinete do Senador Roberto Rocha,16958.38,CARGO EM COMISSÃO
1810,Gabinete do Senador Carlos Viana,16958.38,CARGO EM COMISSÃO
1811,Gabinete do Senador Mecias de Jesus,17021.02,CARGO EM COMISSÃO
1813,Escritório de Apoio 1 do Senador Jean Paul Prates,15221.47,CARGO EM COMISSÃO
1814,Gabinete do Senador Luiz Carlos do Carmo,15348.62,CARGO EM COMISSÃO
1815,Gabinete do Senador Omar Aziz,17153.27,CARGO EM COMISSÃO
1816,Escritório de Apoio 1 do Senador Marcos do Val,16958.38,CARGO EM COMISSÃO
1824,Gabinete do Senador Roberto Rocha,16958.38,CARGO EM COMISSÃO
1825,Escritório de Apoio do Senador Eduardo Braga,16958.38,CARGO EM COMISSÃO
1826,Gabinete do Senador Veneziano Vital do Rêgo,16958.38,CARGO EM COMISSÃO
1827,Gabinete do Senador Marcos Rogério,16958.38,CARGO EM COMISSÃO
1828,Gabinete do Senador Márcio Bittar,16958.38,CARGO EM COMISSÃO
1829,Gabinete do Senador Carlos Fávaro,16958.38,CARGO EM COMISSÃO
1831,Gabinete do Senador Luiz Carlos do Carmo,5268.04,CARGO EM COMISSÃO
1832,Gabinete do Senador Luiz Carlos do Carmo,4924.28,CARGO EM COMISSÃO
1834,Escritório de Apoio 1 do Senador Jorginho Mello,16958.38,CARGO EM COMISSÃO
1837,Escritório de Apoio 1 do Senador Angelo Coronel,16958.38,CARGO EM COMISSÃO
1840,Escritório de Apoio 1 do Senador Dário Berger,17010.51,CARGO EM COMISSÃO
1841,Escritório de Apoio nº 1 da Senadora Mailza Gomes,16958.38,CARGO EM COMISSÃO
1842,Gabinete do Senador Veneziano Vital do Rêgo,16958.38,CARGO EM COMISSÃO
1844,Gabinete do Senador Carlos Portinho,15968.37,CARGO EM COMISSÃO
1846,Gabinete do Senador Carlos Portinho,16958.38,CARGO EM COMISSÃO
1849,Escritório de Apoio da Senadora Kátia Abreu,11300.23,CARGO EM COMISSÃO
1852,Gabinete da Senadora Daniella Ribeiro,16958.38,CARGO EM COMISSÃO
